Time (CST),Uptower Heated Wind Speed (m/s),Uptower Heated Wind Direction (deg),Air Density (kg/m^3),Time (CST),Hub Wind Speed (m/s),Uptower Wind Speed 1 (m/s),Uptower Wind Speed 2 (m/s),Uptower Wind Speed 3 (m/s),Uptower Wind Direction (deg),
,\\BPWind\US.RT1.CAL.xxxxxx.MET.001.Uptower.Heated.Wind.Speed.Avg.10M.AVG,\\BPWind\US.RT1.CAL.xxxxxx.MET.001.Uptower.Heated.Wind.Direction.Vec.Avg,\\BPWind\US.RT1.CAL.xxxxxx.MET.001.HUB.Air.Density,,\\BPWind\US.RT1.CAL.xxxxxx.MET.001.HUB.Wind.Speed.10M.AVG,\\BPWind\US.RT1.CAL.xxxxxx.MET.001.Uptower.Wind.Speed.1.10M.AVG,\\BPWind\US.RT1.CAL.xxxxxx.MET.001.Uptower.Wind.Speed.2.10M.AVG,\\BPWind\US.RT1.DAT.xxxxxx.MET.001.Uptower.Wind.Speed,\\BPWind\US.RT1.CAL.xxxxxx.MET.001.Uptower.Wind.Direction.Vec.Avg,x
25-May-22 01:20:00,10.39,181.21,1.16,25-May-22 01:20:00,10.12,6.74,6.83,10.30,177.06,
25-May-22 01:30:00,10.12,180.82,1.16,25-May-22 01:30:00,10.29,6.74,6.83,9.81,176.65,
25-May-22 01:40:00,10.20,180.43,1.16,25-May-22 01:40:00,9.91,6.74,6.83,10.03,176.23,
25-May-22 01:50:00,9.85,180.04,1.16,25-May-22 01:50:00,9.94,6.74,6.83,10.42,175.82,
25-May-22 02:00:00,9.97,183.11,1.16,25-May-22 02:00:00,10.17,6.74,6.83,9.90,178.51,
25-May-22 02:10:00,10.18,186.17,1.16,25-May-22 02:10:00,10.11,6.74,6.83,8.33,181.21,
25-May-22 02:20:00,10.13,189.24,1.16,25-May-22 02:20:00,9.65,6.74,6.83,9.20,184.63,
25-May-22 02:30:00,9.48,192.31,1.16,25-May-22 02:30:00,9.87,6.74,6.83,9.91,188.04,
25-May-22 02:40:00,9.66,192.54,1.16,25-May-22 02:40:00,10.42,6.74,6.83,9.53,188.57,
25-May-22 02:50:00,10.14,192.78,1.16,25-May-22 02:50:00,10.40,6.74,6.83,8.67,189.10,
25-May-22 03:00:00,10.10,189.08,1.16,25-May-22 03:00:00,9.94,6.74,6.83,8.81,185.15,
25-May-22 03:10:00,9.88,188.79,1.16,25-May-22 03:10:00,9.88,6.74,6.83,8.17,184.86,
25-May-22 03:20:00,9.92,190.59,1.16,25-May-22 03:20:00,9.27,6.74,6.83,8.34,187.59,
25-May-22 03:30:00,9.32,192.40,1.16,25-May-22 03:30:00,9.23,6.74,6.83,8.12,188.33,
25-May-22 03:40:00,9.24,194.21,1.17,25-May-22 03:40:00,8.52,6.74,6.83,8.33,189.06,
25-May-22 03:50:00,8.64,196.02,1.17,25-May-22 03:50:00,8.17,6.74,6.83,7.45,192.41,
25-May-22 04:00:00,8.21,201.14,1.17,25-May-22 04:00:00,7.88,6.74,6.83,7.24,198.59,
25-May-22 04:10:00,7.99,206.26,1.17,25-May-22 04:10:00,7.48,6.74,6.83,6.94,202.49,
25-May-22 04:20:00,7.62,206.67,1.17,25-May-22 04:20:00,7.16,6.74,6.83,6.78,202.35,
25-May-22 04:30:00,7.32,207.08,1.17,25-May-22 04:30:00,6.99,6.74,6.83,6.33,202.21,
25-May-22 04:40:00,7.12,207.49,1.17,25-May-22 04:40:00,6.46,6.74,6.83,6.29,205.02,
25-May-22 04:50:00,6.67,207.90,1.17,25-May-22 04:50:00,6.41,6.74,6.83,6.34,No Result,
25-May-22 05:00:00,6.69,208.30,1.17,25-May-22 05:00:00,6.49,6.74,6.83,6.23,204.92,
25-May-22 05:10:00,6.68,208.71,1.17,25-May-22 05:10:00,6.39,6.74,6.83,6.51,206.20,
25-May-22 05:20:00,6.65,210.94,1.17,25-May-22 05:20:00,6.72,6.74,6.83,6.05,207.47,
25-May-22 05:30:00,6.86,218.47,1.17,25-May-22 05:30:00,6.26,6.74,6.83,5.83,215.08,
25-May-22 05:40:00,6.52,221.28,1.17,25-May-22 05:40:00,6.00,6.74,6.83,6.18,216.25,
25-May-22 05:50:00,6.21,216.70,1.17,25-May-22 05:50:00,6.31,6.74,6.83,6.00,214.30,
25-May-22 06:00:00,6.54,216.40,1.17,25-May-22 06:00:00,6.18,6.74,6.83,5.70,212.34,
25-May-22 06:10:00,6.31,218.95,1.17,25-May-22 06:10:00,5.85,6.74,6.83,5.29,214.61,
25-May-22 06:20:00,6.00,221.49,1.17,25-May-22 06:20:00,5.43,6.74,6.83,5.59,216.88,
25-May-22 06:30:00,5.71,215.01,1.17,25-May-22 06:30:00,5.83,6.74,6.83,5.33,207.43,
25-May-22 06:40:00,6.01,208.53,1.17,25-May-22 06:40:00,5.55,6.74,6.83,5.00,200.29,
25-May-22 06:50:00,5.77,207.28,1.17,25-May-22 06:50:00,5.17,6.74,6.83,4.33,201.32,
25-May-22 07:00:00,5.37,206.04,1.17,25-May-22 07:00:00,4.66,6.74,6.83,4.34,194.92,
25-May-22 07:10:00,4.93,193.04,1.17,25-May-22 07:10:00,4.62,6.74,6.83,4.67,185.53,
25-May-22 07:20:00,4.79,185.31,1.17,25-May-22 07:20:00,4.68,6.74,6.83,4.30,176.15,
25-May-22 07:30:00,4.88,181.12,1.17,25-May-22 07:30:00,4.25,6.74,6.83,3.96,177.30,
25-May-22 07:40:00,4.44,181.13,1.17,25-May-22 07:40:00,4.12,6.74,6.83,4.12,178.45,
25-May-22 07:50:00,4.28,186.12,1.17,25-May-22 07:50:00,4.19,6.74,6.83,4.33,185.89,
25-May-22 08:00:00,4.43,180.45,1.17,25-May-22 08:00:00,4.43,6.74,6.83,4.43,175.13,
25-May-22 08:10:00,4.65,174.78,1.16,25-May-22 08:10:00,4.51,6.74,6.83,4.08,169.38,
25-May-22 08:20:00,4.81,173.09,1.16,25-May-22 08:20:00,4.23,6.74,6.83,3.32,163.62,
25-May-22 08:30:00,4.38,171.41,1.16,25-May-22 08:30:00,3.41,6.74,6.83,2.86,162.55,
25-May-22 08:40:00,3.75,172.50,1.16,25-May-22 08:40:00,2.96,6.74,6.83,2.63,161.47,
25-May-22 08:50:00,3.31,171.35,1.16,25-May-22 08:50:00,2.72,6.74,6.83,2.89,143.23,
25-May-22 09:00:00,3.03,160.14,1.16,25-May-22 09:00:00,2.97,6.74,6.83,2.90,133.12,
25-May-22 09:10:00,3.24,144.68,1.16,25-May-22 09:10:00,2.97,6.74,6.83,2.12,123.00,
25-May-22 09:20:00,3.32,143.64,1.15,25-May-22 09:20:00,2.16,6.74,6.83,2.61,111.95,
25-May-22 09:30:00,2.42,126.24,1.15,25-May-22 09:30:00,2.63,6.74,6.83,2.72,100.90,
25-May-22 09:40:00,2.87,117.74,1.15,25-May-22 09:40:00,2.71,6.74,6.83,4.11,92.97,
25-May-22 09:50:00,3.15,87.83,1.15,25-May-22 09:50:00,4.13,6.74,6.83,3.97,78.65,
25-May-22 10:00:00,4.38,74.71,1.15,25-May-22 10:00:00,3.97,6.74,6.83,3.54,68.17,
25-May-22 10:10:00,4.44,74.29,1.15,25-May-22 10:10:00,3.52,6.74,6.83,3.47,61.27,
25-May-22 10:20:00,3.83,64.12,1.15,25-May-22 10:20:00,3.45,6.74,6.83,3.76,56.76,
25-May-22 10:30:00,3.75,47.15,1.15,25-May-22 10:30:00,3.70,6.74,6.83,4.00,41.15,
25-May-22 10:40:00,3.59,38.92,1.15,25-May-22 10:40:00,3.95,6.74,6.83,4.18,37.24,
25-May-22 10:50:00,3.90,48.72,1.15,25-May-22 10:50:00,4.15,6.74,6.83,3.78,45.75,
25-May-22 11:00:00,4.16,35.20,1.15,25-May-22 11:00:00,3.67,6.74,6.83,4.95,32.50,
25-May-22 11:10:00,3.95,45.16,1.14,25-May-22 11:10:00,4.92,6.74,6.83,5.97,42.11,
25-May-22 11:20:00,4.68,51.85,1.14,25-May-22 11:20:00,6.04,6.74,6.83,5.75,45.16,
25-May-22 11:30:00,5.71,58.53,1.15,25-May-22 11:30:00,5.70,6.74,6.83,5.60,51.06,
25-May-22 11:40:00,6.07,60.13,1.14,25-May-22 11:40:00,5.58,6.74,6.83,5.34,51.69,
25-May-22 11:50:00,5.79,58.28,1.14,25-May-22 11:50:00,5.37,6.74,6.83,5.65,52.31,
25-May-22 12:00:00,5.45,63.20,1.14,25-May-22 12:00:00,5.72,6.74,6.83,5.74,56.02,
25-May-22 12:10:00,6.08,60.89,1.15,25-May-22 12:10:00,5.77,6.74,6.83,5.62,55.01,
25-May-22 12:20:00,5.84,69.68,1.14,25-May-22 12:20:00,5.63,6.74,6.83,5.59,61.17,
25-May-22 12:30:00,5.85,56.49,1.14,25-May-22 12:30:00,5.59,6.74,6.83,5.21,50.10,
25-May-22 12:40:00,5.83,52.00,1.14,25-May-22 12:40:00,5.24,6.74,6.83,4.67,45.45,
25-May-22 12:50:00,5.03,47.51,1.14,25-May-22 12:50:00,4.63,6.74,6.83,5.28,40.81,
25-May-22 13:00:00,4.68,43.01,1.14,25-May-22 13:00:00,5.23,6.74,6.83,5.09,37.20,
25-May-22 13:10:00,5.12,41.45,1.14,25-May-22 13:10:00,5.07,6.74,6.83,5.14,36.57,
25-May-22 13:20:00,4.87,53.96,1.14,25-May-22 13:20:00,5.15,6.74,6.83,5.42,48.63,
25-May-22 13:30:00,5.36,50.17,1.14,25-May-22 13:30:00,5.41,6.74,6.83,5.17,42.30,
25-May-22 13:40:00,5.02,59.04,1.14,25-May-22 13:40:00,5.12,6.74,6.83,4.82,52.27,
25-May-22 13:50:00,5.20,43.03,1.14,25-May-22 13:50:00,4.80,6.74,6.83,5.56,39.88,
25-May-22 14:00:00,5.04,53.92,1.14,25-May-22 14:00:00,5.58,6.74,6.83,5.23,46.40,
25-May-22 14:10:00,5.25,49.06,1.14,25-May-22 14:10:00,5.14,6.74,6.83,5.87,44.84,
25-May-22 14:20:00,5.33,44.20,1.14,25-May-22 14:20:00,5.82,6.74,6.83,4.34,37.61,
25-May-22 14:30:00,5.71,35.82,1.14,25-May-22 14:30:00,4.17,6.74,6.83,5.75,34.76,
25-May-22 14:40:00,4.58,48.77,1.14,25-May-22 14:40:00,5.63,6.74,6.83,5.73,44.18,
25-May-22 14:50:00,5.98,42.73,1.14,25-May-22 14:50:00,5.62,6.74,6.83,5.22,38.20,
25-May-22 15:00:00,5.58,36.69,1.14,25-May-22 15:00:00,5.10,6.74,6.83,5.08,32.21,
25-May-22 15:10:00,5.08,38.46,1.13,25-May-22 15:10:00,4.98,6.74,6.83,5.04,34.55,
25-May-22 15:20:00,5.24,40.23,1.14,25-May-22 15:20:00,4.94,6.74,6.83,5.36,36.89,
25-May-22 15:30:00,4.81,42.00,1.13,25-May-22 15:30:00,5.19,6.74,6.83,6.78,34.97,
25-May-22 15:40:00,5.42,51.93,1.13,25-May-22 15:40:00,6.75,6.74,6.83,4.79,46.77,
25-May-22 15:50:00,6.54,38.19,1.13,25-May-22 15:50:00,4.71,6.74,6.83,6.53,33.72,
25-May-22 16:00:00,5.24,46.52,1.13,25-May-22 16:00:00,6.46,6.74,6.83,5.06,39.76,
25-May-22 16:10:00,6.06,36.33,1.13,25-May-22 16:10:00,4.85,6.74,6.83,4.88,32.58,
25-May-22 16:20:00,4.99,36.76,1.14,25-May-22 16:20:00,4.73,6.74,6.83,4.91,30.75,
25-May-22 16:30:00,5.19,32.22,1.13,25-May-22 16:30:00,4.78,6.74,6.83,5.55,28.93,
25-May-22 16:40:00,5.12,32.89,1.13,25-May-22 16:40:00,5.33,6.74,6.83,4.80,27.10,
25-May-22 16:50:00,5.65,26.06,1.13,25-May-22 16:50:00,4.69,6.74,6.83,4.72,21.18,
25-May-22 17:00:00,5.17,19.22,1.13,25-May-22 17:00:00,4.55,6.74,6.83,5.03,15.26,
25-May-22 17:10:00,5.13,20.11,1.13,25-May-22 17:10:00,4.88,6.74,6.83,5.83,17.67,
25-May-22 17:20:00,5.51,21.00,1.13,25-May-22 17:20:00,5.69,6.74,6.83,5.58,16.36,
25-May-22 17:30:00,6.04,15.24,1.13,25-May-22 17:30:00,5.49,6.74,6.83,6.98,9.89,
25-May-22 17:40:00,6.31,9.48,1.13,25-May-22 17:40:00,7.17,6.74,6.83,6.01,3.42,
25-May-22 17:50:00,7.41,23.96,1.13,25-May-22 17:50:00,5.78,6.74,6.83,5.36,19.32,
25-May-22 18:00:00,6.49,34.83,1.13,25-May-22 18:00:00,5.04,6.74,6.83,6.09,29.21,
25-May-22 18:10:00,5.36,34.86,1.13,25-May-22 18:10:00,5.87,6.74,6.83,5.22,28.45,
25-May-22 18:20:00,6.18,20.47,1.13,25-May-22 18:20:00,5.09,6.74,6.83,6.52,15.56,
25-May-22 18:30:00,5.84,11.84,1.13,25-May-22 18:30:00,6.69,6.74,6.83,5.58,4.94,
25-May-22 18:40:00,7.20,33.86,1.13,25-May-22 18:40:00,5.42,6.74,6.83,4.43,27.51,
25-May-22 18:50:00,5.52,38.07,1.14,25-May-22 18:50:00,4.21,6.74,6.83,3.57,33.88,
25-May-22 19:00:00,4.66,27.14,1.14,25-May-22 19:00:00,3.40,6.74,6.83,4.38,26.95,
25-May-22 19:10:00,3.99,31.24,1.13,25-May-22 19:10:00,4.15,6.74,6.83,5.55,28.17,
25-May-22 19:20:00,4.54,37.50,1.13,25-May-22 19:20:00,5.34,6.74,6.83,5.80,31.79,
25-May-22 19:30:00,5.72,33.75,1.14,25-May-22 19:30:00,5.62,6.74,6.83,5.86,28.25,
25-May-22 19:40:00,5.75,46.64,1.14,25-May-22 19:40:00,5.82,6.74,6.83,5.20,39.45,
25-May-22 19:50:00,5.70,36.77,1.14,25-May-22 19:50:00,5.03,6.74,6.83,5.50,31.20,
25-May-22 20:00:00,5.28,38.29,1.14,25-May-22 20:00:00,5.39,6.74,6.83,6.36,32.14,
25-May-22 20:10:00,5.28,46.08,1.14,25-May-22 20:10:00,6.32,6.74,6.83,5.45,39.47,
25-May-22 20:20:00,6.08,50.77,1.14,25-May-22 20:20:00,5.49,6.74,6.83,5.85,46.80,
25-May-22 20:30:00,5.50,51.04,1.14,25-May-22 20:30:00,5.89,6.74,6.83,5.89,43.81,
25-May-22 20:40:00,5.50,51.31,1.15,25-May-22 20:40:00,5.91,6.74,6.83,6.79,43.48,
25-May-22 20:50:00,5.68,47.94,1.15,25-May-22 20:50:00,6.87,6.74,6.83,5.50,40.89,
25-May-22 21:00:00,6.38,52.06,1.15,25-May-22 21:00:00,5.57,6.74,6.83,5.65,48.30,
25-May-22 21:10:00,5.44,62.37,1.15,25-May-22 21:10:00,5.79,6.74,6.83,5.58,55.71,
25-May-22 21:20:00,5.97,61.93,1.16,25-May-22 21:20:00,5.67,6.74,6.83,4.81,54.73,
25-May-22 21:30:00,5.86,51.67,1.16,25-May-22 21:30:00,4.87,6.74,6.83,4.17,48.63,
25-May-22 21:40:00,4.98,58.20,1.16,25-May-22 21:40:00,4.27,6.74,6.83,5.26,48.00,
25-May-22 21:50:00,4.39,59.62,1.16,25-May-22 21:50:00,5.33,6.74,6.83,5.71,53.26,
25-May-22 22:00:00,5.50,61.05,1.16,25-May-22 22:00:00,5.85,6.74,6.83,6.32,56.10,
25-May-22 22:10:00,6.09,71.08,1.16,25-May-22 22:10:00,6.45,6.74,6.83,7.29,63.32,
25-May-22 22:20:00,6.71,85.16,1.16,25-May-22 22:20:00,7.45,6.74,6.83,7.12,76.82,
25-May-22 22:30:00,7.72,87.51,1.16,25-May-22 22:30:00,7.27,6.74,6.83,7.10,79.24,
25-May-22 22:40:00,7.54,86.67,1.16,25-May-22 22:40:00,7.27,6.74,6.83,7.35,78.09,
25-May-22 22:50:00,7.53,85.83,1.16,25-May-22 22:50:00,7.52,6.74,6.83,7.17,76.93,
25-May-22 23:00:00,7.79,84.99,1.16,25-May-22 23:00:00,7.34,6.74,6.83,6.51,75.77,
25-May-22 23:10:00,7.59,84.15,1.16,25-May-22 23:10:00,6.65,6.74,6.83,6.62,76.96,
25-May-22 23:20:00,6.97,85.52,1.17,25-May-22 23:20:00,6.73,6.74,6.83,7.07,78.14,
25-May-22 23:30:00,7.09,86.89,1.17,25-May-22 23:30:00,7.25,6.74,6.83,6.99,77.07,
25-May-22 23:40:00,7.46,88.26,1.17,25-May-22 23:40:00,7.14,6.74,6.83,6.46,79.22,
25-May-22 23:50:00,7.38,89.62,1.17,25-May-22 23:50:00,6.60,6.74,6.83,6.28,81.36,
26-May-22 00:00:00,6.85,92.61,1.17,26-May-22 00:00:00,6.43,6.74,6.83,6.43,83.51,
26-May-22 00:10:00,6.66,91.77,1.17,26-May-22 00:10:00,6.57,6.74,6.83,6.19,83.46,
26-May-22 00:20:00,6.82,96.53,1.17,26-May-22 00:20:00,6.32,6.74,6.83,5.97,89.36,
26-May-22 00:30:00,6.63,101.29,1.17,26-May-22 00:30:00,6.09,6.74,6.83,5.79,93.04,
26-May-22 00:40:00,6.41,100.98,1.17,26-May-22 00:40:00,5.89,6.74,6.83,5.35,90.74,
26-May-22 00:50:00,6.20,100.67,1.17,26-May-22 00:50:00,5.45,6.74,6.83,4.82,88.45,
26-May-22 01:00:00,5.74,99.62,1.17,26-May-22 01:00:00,4.91,6.74,6.83,5.13,No Result,
26-May-22 01:10:00,5.25,98.56,1.17,26-May-22 01:10:00,5.23,6.74,6.83,5.20,86.03,
26-May-22 01:20:00,5.38,97.51,1.17,26-May-22 01:20:00,5.26,6.74,6.83,5.00,85.49,
26-May-22 01:30:00,5.60,97.29,1.17,26-May-22 01:30:00,5.09,6.74,6.83,4.92,84.94,
26-May-22 01:40:00,5.34,97.08,1.17,26-May-22 01:40:00,4.99,6.74,6.83,4.77,84.39,
26-May-22 01:50:00,5.31,96.87,1.18,26-May-22 01:50:00,4.83,6.74,6.83,4.71,83.84,
26-May-22 02:00:00,5.18,96.65,1.17,26-May-22 02:00:00,4.80,6.74,6.83,4.23,83.29,
26-May-22 02:10:00,4.99,96.44,1.17,26-May-22 02:10:00,4.32,6.74,6.83,3.77,No Result,
26-May-22 02:20:00,4.56,96.23,1.17,26-May-22 02:20:00,3.84,6.74,6.83,3.04,89.48,
26-May-22 02:30:00,4.17,99.03,1.17,26-May-22 02:30:00,3.08,6.74,6.83,2.55,93.36,
26-May-22 02:40:00,3.38,99.03,1.17,26-May-22 02:40:00,2.61,6.74,6.83,2.00,94.34,
26-May-22 02:50:00,2.92,99.03,1.17,26-May-22 02:50:00,2.11,6.74,6.83,1.08,97.98,
26-May-22 03:00:00,2.18,99.03,1.17,26-May-22 03:00:00,1.31,6.74,6.83,1.00,101.62,
26-May-22 03:10:00,1.10,99.04,1.17,26-May-22 03:10:00,1.23,6.74,6.83,0.66,101.62,
26-May-22 03:20:00,1.00,99.04,1.17,26-May-22 03:20:00,1.07,6.74,6.83,0.86,101.62,
26-May-22 03:30:00,1.00,99.04,1.17,26-May-22 03:30:00,1.19,6.74,6.83,0.46,101.62,
26-May-22 03:40:00,1.00,99.05,1.17,26-May-22 03:40:00,0.91,6.74,6.83,0.45,101.62,
26-May-22 03:50:00,1.00,99.05,1.17,26-May-22 03:50:00,0.92,6.74,6.83,0.40,101.61,
26-May-22 04:00:00,1.00,99.05,1.17,26-May-22 04:00:00,0.51,6.74,6.83,0.40,101.61,
26-May-22 04:10:00,1.00,99.06,1.17,26-May-22 04:10:00,0.77,6.74,6.83,0.40,101.61,
26-May-22 04:20:00,1.00,99.06,1.17,26-May-22 04:20:00,0.64,6.74,6.83,0.51,101.61,
26-May-22 04:30:00,1.00,99.06,1.17,26-May-22 04:30:00,0.91,6.74,6.83,0.40,101.61,
26-May-22 04:40:00,1.00,99.07,1.17,26-May-22 04:40:00,0.56,6.74,6.83,0.40,101.61,
26-May-22 04:50:00,1.00,99.07,1.17,26-May-22 04:50:00,0.44,6.74,6.83,0.46,101.61,
26-May-22 05:00:00,1.00,99.07,1.17,26-May-22 05:00:00,0.84,6.74,6.83,0.74,165.48,
26-May-22 05:10:00,1.00,172.75,1.18,26-May-22 05:10:00,1.15,6.74,6.83,0.47,202.63,
26-May-22 05:20:00,1.00,183.48,1.18,26-May-22 05:20:00,0.93,6.74,6.83,2.65,No Result,
26-May-22 05:30:00,1.18,215.23,1.18,26-May-22 05:30:00,2.74,6.74,6.83,3.47,236.67,
26-May-22 05:40:00,2.69,246.98,1.18,26-May-22 05:40:00,3.52,6.74,6.83,3.26,254.00,
26-May-22 05:50:00,3.96,247.84,1.18,26-May-22 05:50:00,3.32,6.74,6.83,3.31,No Result,
26-May-22 06:00:00,3.75,253.94,1.18,26-May-22 06:00:00,3.31,6.74,6.83,3.98,265.84,
26-May-22 06:10:00,3.84,273.64,1.18,26-May-22 06:10:00,3.98,6.74,6.83,3.98,267.79,
26-May-22 06:20:00,4.48,271.13,1.18,26-May-22 06:20:00,4.07,6.74,6.83,4.02,266.18,
26-May-22 06:30:00,4.42,270.43,1.17,26-May-22 06:30:00,4.12,6.74,6.83,4.81,262.37,
26-May-22 06:40:00,4.52,269.74,1.17,26-May-22 06:40:00,4.98,6.74,6.83,4.88,258.55,
26-May-22 06:50:00,5.19,267.09,1.17,26-May-22 06:50:00,5.02,6.74,6.83,4.22,259.03,
26-May-22 07:00:00,5.37,266.48,1.17,26-May-22 07:00:00,4.29,6.74,6.83,4.16,261.00,
26-May-22 07:10:00,4.78,268.99,1.17,26-May-22 07:10:00,4.19,6.74,6.83,3.85,262.98,
26-May-22 07:20:00,4.62,268.31,1.16,26-May-22 07:20:00,3.94,6.74,6.83,3.78,258.54,
26-May-22 07:30:00,4.34,267.63,1.16,26-May-22 07:30:00,3.88,6.74,6.83,3.53,254.11,
26-May-22 07:40:00,4.20,265.72,1.16,26-May-22 07:40:00,3.63,6.74,6.83,2.93,251.18,
26-May-22 07:50:00,4.00,263.80,1.16,26-May-22 07:50:00,2.98,6.74,6.83,2.54,252.60,
26-May-22 08:00:00,3.43,263.77,1.15,26-May-22 08:00:00,2.58,6.74,6.83,2.97,254.02,
26-May-22 08:10:00,3.01,263.74,1.15,26-May-22 08:10:00,3.02,6.74,6.83,3.11,255.44,
26-May-22 08:20:00,3.40,263.72,1.15,26-May-22 08:20:00,3.20,6.74,6.83,3.28,256.48,
26-May-22 08:30:00,3.52,263.69,1.15,26-May-22 08:30:00,3.38,6.74,6.83,3.59,253.97,
26-May-22 08:40:00,3.75,250.99,1.14,26-May-22 08:40:00,3.66,6.74,6.83,3.39,246.17,
26-May-22 08:50:00,3.96,248.96,1.14,26-May-22 08:50:00,3.43,6.74,6.83,3.17,244.96,
26-May-22 09:00:00,3.73,246.92,1.14,26-May-22 09:00:00,3.17,6.74,6.83,2.15,243.75,
26-May-22 09:10:00,3.37,244.89,1.14,26-May-22 09:10:00,2.23,6.74,6.83,1.03,240.63,
26-May-22 09:20:00,2.41,240.17,1.13,26-May-22 09:20:00,1.33,6.74,6.83,1.31,244.93,
26-May-22 09:30:00,1.15,216.63,1.13,26-May-22 09:30:00,1.44,6.74,6.83,0.92,168.18,
26-May-22 09:40:00,1.31,193.08,1.13,26-May-22 09:40:00,1.21,6.74,6.83,0.71,140.34,
26-May-22 09:50:00,1.27,192.92,1.13,26-May-22 09:50:00,0.90,6.74,6.83,0.56,168.62,
26-May-22 10:00:00,1.01,192.77,1.13,26-May-22 10:00:00,0.77,6.74,6.83,0.98,12.90,
26-May-22 10:10:00,1.03,192.62,1.13,26-May-22 10:10:00,1.27,6.74,6.83,1.20,227.24,
26-May-22 10:20:00,1.18,192.46,1.13,26-May-22 10:20:00,1.47,6.74,6.83,1.17,216.44,
26-May-22 10:30:00,1.05,218.08,1.13,26-May-22 10:30:00,1.32,6.74,6.83,1.35,263.67,
26-May-22 10:40:00,1.05,258.49,1.13,26-May-22 10:40:00,1.62,6.74,6.83,1.55,205.81,
26-May-22 10:50:00,1.43,193.75,1.13,26-May-22 10:50:00,1.63,6.74,6.83,0.64,190.18,
26-May-22 11:00:00,1.60,192.68,1.13,26-May-22 11:00:00,0.83,6.74,6.83,0.99,125.14,
26-May-22 11:10:00,1.02,213.57,1.13,26-May-22 11:10:00,1.16,6.74,6.83,2.41,195.15,
26-May-22 11:20:00,1.33,197.80,1.13,26-May-22 11:20:00,2.45,6.74,6.83,2.48,193.56,
26-May-22 11:30:00,2.57,191.33,1.13,26-May-22 11:30:00,2.38,6.74,6.83,1.80,191.98,
26-May-22 11:40:00,2.65,194.29,1.12,26-May-22 11:40:00,1.88,6.74,6.83,1.57,188.60,
26-May-22 11:50:00,1.91,212.66,1.12,26-May-22 11:50:00,1.79,6.74,6.83,3.04,214.19,
26-May-22 12:00:00,1.97,192.74,1.12,26-May-22 12:00:00,2.95,6.74,6.83,3.10,185.80,
26-May-22 12:10:00,3.01,189.01,1.12,26-May-22 12:10:00,2.99,6.74,6.83,4.08,187.10,
26-May-22 12:20:00,3.24,189.42,1.12,26-May-22 12:20:00,3.92,6.74,6.83,3.63,184.36,
26-May-22 12:30:00,4.17,204.74,1.12,26-May-22 12:30:00,3.55,6.74,6.83,3.80,200.43,
26-May-22 12:40:00,3.86,196.12,1.12,26-May-22 12:40:00,3.72,6.74,6.83,3.84,195.04,
26-May-22 12:50:00,4.17,187.50,1.12,26-May-22 12:50:00,3.62,6.74,6.83,4.46,183.57,
26-May-22 13:00:00,3.88,192.32,1.12,26-May-22 13:00:00,4.31,6.74,6.83,4.63,187.87,
26-May-22 13:10:00,4.65,183.96,1.12,26-May-22 13:10:00,4.59,6.74,6.83,4.17,179.39,
26-May-22 13:20:00,4.83,200.36,1.12,26-May-22 13:20:00,4.06,6.74,6.83,3.74,196.85,
26-May-22 13:30:00,4.51,200.69,1.12,26-May-22 13:30:00,3.83,6.74,6.83,3.73,200.19,
26-May-22 13:40:00,4.06,216.18,1.11,26-May-22 13:40:00,3.80,6.74,6.83,4.20,207.78,
26-May-22 13:50:00,4.20,211.51,1.12,26-May-22 13:50:00,4.31,6.74,6.83,3.87,208.20,
26-May-22 14:00:00,4.63,220.14,1.12,26-May-22 14:00:00,4.02,6.74,6.83,4.73,217.27,
26-May-22 14:10:00,4.27,206.67,1.11,26-May-22 14:10:00,4.63,6.74,6.83,5.01,202.74,
26-May-22 14:20:00,5.00,189.23,1.11,26-May-22 14:20:00,4.92,6.74,6.83,5.50,185.50,
26-May-22 14:30:00,5.27,199.66,1.11,26-May-22 14:30:00,5.47,6.74,6.83,5.01,195.10,
26-May-22 14:40:00,5.53,198.17,1.11,26-May-22 14:40:00,4.93,6.74,6.83,5.26,193.87,
26-May-22 14:50:00,5.41,206.29,1.11,26-May-22 14:50:00,5.22,6.74,6.83,5.03,200.99,
26-May-22 15:00:00,5.62,205.91,1.11,26-May-22 15:00:00,5.06,6.74,6.83,4.81,201.16,
26-May-22 15:10:00,5.42,194.96,1.10,26-May-22 15:10:00,4.69,6.74,6.83,4.59,191.42,
26-May-22 15:20:00,5.01,229.11,1.11,26-May-22 15:20:00,4.68,6.74,6.83,3.93,223.54,
26-May-22 15:30:00,4.95,225.58,1.11,26-May-22 15:30:00,4.06,6.74,6.83,4.15,220.85,
26-May-22 15:40:00,4.49,224.16,1.10,26-May-22 15:40:00,4.28,6.74,6.83,4.60,221.95,
26-May-22 15:50:00,4.63,225.53,1.10,26-May-22 15:50:00,4.75,6.74,6.83,3.74,223.04,
26-May-22 16:00:00,4.84,226.90,1.10,26-May-22 16:00:00,3.85,6.74,6.83,3.38,221.43,
26-May-22 16:10:00,3.96,237.31,1.10,26-May-22 16:10:00,3.35,6.74,6.83,3.51,229.21,
26-May-22 16:20:00,3.90,226.70,1.10,26-May-22 16:20:00,3.51,6.74,6.83,2.94,221.70,
26-May-22 16:30:00,3.93,251.74,1.10,26-May-22 16:30:00,2.91,6.74,6.83,2.28,248.42,
